2.6186423,-6.8601727,-6.132506,49196425789062
2.580344,-6.850598,-6.132506,49196480323974
-10.182545,4.1122737,9.272962,49196527473632
-7.0995364,2.88673,6.5059137,49196542152587
-6.6495323,2.7048132,6.0463347,49196557411376
-6.850598,2.7909844,6.180379,49196572975341
-6.9080453,2.8484318,6.103782,49196590248290
-6.936769,2.8101335,6.0750585,49196604194823
-6.9463434,2.7622607,6.0080366,49196619819823
-6.9271946,2.8101335,5.960164,49196638282958
-6.8888965,2.9441774,6.0846334,49196651161376
-6.8410234,3.0016246,6.1995277,49196668037597
-6.831449,2.972901,6.256975,49196682899657
-6.850598,2.867581,6.2282515,49196698158446
-6.8410234,2.7909844,6.2282515,49196713539306
-6.821874,2.7718353,6.3814445,49196730781737
-6.869747,2.733537,6.1899533,49196747413817
-6.8793216,2.6090677,6.0750585,49196763038817
-6.8793216,2.6186423,6.0559096,49196778389159
-7.0325146,2.6856642,6.027186,49196793312255
-7.1665583,2.8292825,6.103782,49196809517089
-7.1186857,3.020774,6.0559096,49196824775878
-7.0133657,3.212265,6.0846334,49196838661376
-6.9654927,3.4037561,6.1229315,49196854408446
-6.9080453,3.499502,6.0750585,49196870460692
-6.831449,3.518651,6.2378263,49196887153808
-6.6878304,3.499502,6.1229315,49196903450194
-6.515488,3.3750327,6.1420803,49196918800536
-6.525063,3.3941817,5.9697385,49196933662597
-6.544212,3.4324799,5.835695,49196950233642
-6.716554,3.3941817,5.7208,49196963569823
-6.9271946,3.4037561,5.328243,49196979316894
-7.003791,3.5282254,5.155901,49196994941894
-7.003791,3.671844,5.0505805,49197014076415
-7.1091113,3.6335456,5.2133484,49197029213134
-7.3389006,3.8537605,5.998462,49197043678466
-7.654861,4.5910015,6.2091026,49197058937255
-7.6740103,5.3952646,6.563361,49197073768798
-7.4537954,6.984642,6.9176197,49197090583983
-7.204857,8.583593,7.6835847,49197107490722
-6.8601727,7.9420977,7.4729443,49197120186034
-6.8027253,4.868664,5.873993,49197135780517
-7.721883,2.7239625,4.8590894,49197153938476
-9.809137,2.1399143,4.993133,49197168068114
-11.657027,2.2260852,5.2899446,49197184456054
-12.805975,2.6952388,5.3569665,49197199135009
-11.867668,2.8580062,6.103782,49197213936034
-11.226172,3.2026904,5.9027166,49197231819335
-11.254896,2.8484318,5.787822,49197247139159
-11.475111,3.6814184,5.328243,49197263771239
-11.522984,5.376116,5.797396,49197279274169
-10.536804,4.916537,5.5963306,49197294105712
-9.933606,3.9686553,4.3324885,49197309852782
-8.794233,3.4707782,3.1165195,49197323372069
-6.745278,2.168638,2.4654493,49197339393798
-5.672927,-0.062234644,1.2973529,49197354530517
-5.3569665,-1.9005502,0.11968201,49197370186034
-5.7112255,0.043085523,-0.014361841,49197385994140
-6.285699,4.150572,0.54096264,49197403053466
-6.6208086,6.218677,-0.03351096,49197419410888
-5.941015,6.1420803,-1.2686293,49197434578124
-4.8590894,7.0995364,-1.709059,49197450721923
-3.9207826,9.675094,-1.6133134,49197466743651
-2.9537518,11.207023,-1.4792696,49197483192626
-2.4558747,10.575102,-1.6324625,49197495369140
-2.6282167,9.158067,-1.5175679,49197510994140
-2.752686,8.305931,-0.8856468,49197528724853
-2.5707695,7.6261373,-1.383524,49197543434325
-1.6994845,6.764427,-1.2399056,49197559791747
-0.93351966,6.1899533,-1.2877784,49197574806396
0.023936402,5.845269,-0.78990126,49197589851562
0.47394073,5.481436,-0.03351096,49197606636230
-0.33032233,6.2474008,0.28244954,49197636085692
-1.9388485,7.0612383,0.6271337,49197651710692
-3.3941817,9.0814705,0.8952214,49197670143310
-4.495256,11.465536,1.2016073,49197683571044
-4.73462,12.154904,1.8814012,49197700111571
-4.8782387,11.26447,2.9824755,49197714973632
-6.256975,11.235746,3.499502,49197730049315
-7.7314577,11.915541,3.8824842,49197746925536
-8.430401,11.953838,4.763344,49197763679687
-8.9761505,11.685751,5.941015,49197776741210
-9.770839,11.570856,7.0612383,49197795234862
-10.709146,11.647452,7.9899707,49197810188476
-11.15915,11.072979,8.641041,49197823555175
-10.680422,9.85701,8.392102,49197840309325
-9.991054,9.071896,8.066567,49197855354491
-9.2825365,8.372953,7.7314577,49197870521728
-8.1623125,7.089962,6.745278,49197886573974
-6.821874,5.06973,5.433563,49197902229491
-5.8165455,2.752686,4.495256,49197919563476
-5.4048395,0.6845811,4.0931244,49197935127440
-4.696322,-0.7228793,4.2271686,49197950599853
