-5.424,-3.1835,7.3006,5.2619e+13
-5.424,-3.174,7.3102,5.2619e+13
-5.4336,-3.1931,7.3198,5.2619e+13
-5.4527,-3.174,7.291,5.2619e+13
-5.4623,-3.174,7.291,5.262e+13
-5.4719,-3.174,7.2815,5.262e+13
-5.4814,-3.1548,7.2815,5.262e+13
-5.4719,-3.174,7.2719,5.262e+13
-5.491,-3.1357,7.3485,5.262e+13
-5.5006,-3.174,7.2623,5.262e+13
-5.5006,-3.1835,7.2432,5.262e+13
-5.4719,-3.1357,7.3102,5.262e+13
-5.4814,-3.1931,7.224,5.2621e+13
-5.491,-3.1835,7.3293,5.2621e+13
-6.0368,-2.925,6.9559,5.2621e+13
-7.3772,-2.3027,6.4102,5.2621e+13
-8.4304,-1.7282,5.0027,5.2621e+13
-6.458,0.56969,7.4921,5.2621e+13
-6.8793,1.0867,6.0942,5.2621e+13
-8.8804,3.2984,10.594,5.2621e+13
-2.6761,-0.62713,8.7942,5.2622e+13
-2.542,2.1974,5.3187,5.2622e+13
-2.3123,-0.44522,10.23,5.2622e+13
-5.1942,3.0974,11.437,5.2622e+13
-1.3165,1.824,13.208,5.2622e+13
-2.3123,0.58884,7.2432,5.2622e+13
-7.741,1.3452,8.3251,5.2622e+13
-6.5538,2.2548,7.6549,5.2622e+13
-1.7378,2.3027,2.1399,5.2623e+13
-12.854,5.4144,7.3102,5.2623e+13
-4.7729,-6.1325,1.7569,5.2623e+13
13.055,-7.2623,-0.57926,5.2623e+13
5.1463,-3.8921,8.6123,5.2623e+13
6.2378,-2.0346,4.6676,5.2623e+13
2.9729,-7.8559,7.4059,5.2623e+13
6.0751,-6.6974,6.1038,5.2623e+13
4.8974,-3.2601,7.1378,5.2624e+13
5.2421,-4.8591,7.2336,5.2624e+13
4.9261,-4.5623,6.8602,5.2624e+13
5.2421,-3.9399,7.224,5.2624e+13
5.1846,-3.8921,7.4251,5.2624e+13
5.5197,-3.8538,7.0421,5.2624e+13
5.5197,-3.9304,7.0038,5.2624e+13
5.5102,-3.4899,7.2144,5.2624e+13
5.6155,-3.6335,7.1857,5.2625e+13
5.6155,-3.691,7.0708,5.2625e+13
5.5772,-3.5569,7.157,5.2625e+13
5.6155,-3.6048,7.0995,5.2625e+13
5.6155,-3.624,7.1187,5.2625e+13
5.5963,-3.5474,7.1761,5.2625e+13
5.6251,-3.5474,7.1666,5.2625e+13
5.6155,-3.5378,7.1761,5.2625e+13
5.6059,-3.4612,7.1857,5.2626e+13
5.5963,-3.4421,7.1953,5.2626e+13
5.5868,-3.4516,7.2336,5.2626e+13
5.5868,-3.4133,7.2336,5.2626e+13
5.5963,-3.3942,7.2432,5.2626e+13
5.5868,-3.3655,7.2623,5.2626e+13
5.5676,-3.3559,7.2623,5.2626e+13
5.5676,-3.3559,7.3102,5.2626e+13
5.5868,-3.3272,7.2719,5.2627e+13
5.5676,-3.3272,7.2815,5.2627e+13
5.5676,-3.2984,7.3006,5.2627e+13
5.5676,-3.3176,7.3006,5.2627e+13
5.5676,-3.308,7.3006,5.2627e+13
5.558,-3.308,7.3198,5.2627e+13
5.558,-3.3559,7.3293,5.2627e+13
5.558,-3.3272,7.291,5.2627e+13
5.5485,-3.3559,7.291,5.2628e+13
5.5676,-3.3367,7.2815,5.2628e+13
5.5389,-3.3655,7.291,5.2628e+13
